id,item_id,description,item_reference,locations,total_on_hand,total_expected,total_ordered,total_allocated,total_available,created_at,updated_at
132,P000132,Face-to-face regional superstructure,kOx98172N,"[7403, 7934, 25591, 25548, 15367, 15374, 26806, 26893, 22169, 8260, 23301, 23536, 31127, 30952, 34306, 11339]",189,0,126,48,15,2016-03-02 09:29:02,2018-04-02 08:49:24
133,P000133,Synergized client-server paradigm,avT42785D,"[27851, 33433, 5863, 5522, 18789, 4630, 4764, 6014, 5733]",120,0,5,50,65,1998-03-24 17:10:59,2017-01-19 11:45:05
134,P000134,Realigned holistic productivity,cra04554j,"[9233, 18896, 4519, 11906, 2680, 2208, 30007, 21521, 21034, 15252, 26792, 23419, 23364, 3350, 3356]",356,0,22,0,334,2021-05-18 00:32:12,2024-04-21 13:12:42
135,P000135,User-centric intermediate architecture,OZp69499l,"[17915, 12420, 17107, 17086, 15293, 15302, 24202, 11544, 11593]",192,0,41,63,88,1993-02-07 01:29:42,2016-03-08 20:31:19
136,P000136,Streamlined leadingedge synergy,aTV75039p,"[2591, 16374, 29433, 29348, 25451, 13048, 3209, 19410, 15250, 23794, 23602, 30720]",218,0,42,55,121,1984-03-29 09:27:25,2019-06-10 06:46:29
137,P000137,Future-proofed object-oriented orchestration,PzC81066P,"[14685, 5380, 5030, 31855, 19912]",116,0,26,46,44,1991-06-23 01:56:36,2004-04-18 18:38:54
138,P000138,Customer-focused leadingedge database,bmo92808d,"[8109, 7640, 5759, 10061, 33943, 34164, 20545, 2356]",242,0,0,45,197,1987-06-13 02:04:34,1998-06-05 15:36:04
139,P000139,Vision-oriented system-worthy forecast,AEe41933L,"[11438, 26587, 26559, 28298, 25964, 26059, 25207, 24731, 11725]",155,0,55,155,-55,1973-09-08 06:20:52,1993-08-05 22:07:26
140,P000140,Focused 5thgeneration matrices,Isl41205X,"[1040, 15316, 3780, 3966, 3717, 25540, 26041, 32289]",161,0,38,0,123,1972-08-20 14:29:40,1981-05-06 22:21:27
141,P000141,Intuitive even-keeled pricing structure,rWz44012V,"[22122, 28091, 15662, 15764, 11291, 13244, 12787, 23663, 26756, 34389, 34171, 25850, 11030]",306,0,76,188,42,2023-10-23 13:50:18,2024-08-18 05:10:54
142,P000142,Streamlined mission-critical database,PQt58883S,"[33840, 9245, 9222, 12999, 24734, 25238, 20600]",168,0,91,57,20,1996-07-16 18:23:34,2004-02-02 05:27:14
143,P000143,Programmable client-server conglomeration,Vhz23945n,"[9155, 16189, 19275, 1829, 9327, 9309, 4496]",141,0,115,177,-151,1991-01-13 20:15:29,2014-08-12 08:23:24
144,P000144,Multi-layered zero-defect initiative,HMl40170W,"[26590, 33678, 8009, 8053, 4462]",112,0,0,16,96,1997-04-20 19:41:53,1997-07-30 16:25:56
145,P000145,Triple-buffered static monitoring,Pjj54224J,"[31579, 22214, 4762, 14431, 9191, 26911, 18662, 25724]",124,0,152,0,-28,1997-06-22 12:53:03,2004-05-16 11:24:00
146,P000146,Mandatory radical budgetary management,rlR54941x,"[32030, 14027, 20339, 20480]",100,0,78,0,22,2018-02-13 05:45:04,2021-10-22 02:20:59
147,P000147,Persistent zero-defect customer loyalty,vrk97316h,"[11290, 11498]",16,0,86,42,-112,2001-02-06 23:33:02,2018-08-20 05:51:16
148,P000148,Streamlined clear-thinking archive,VjE32004L,"[29678, 29562, 25703, 21803, 22622, 33674, 34241, 25868]",218,0,0,67,151,2010-06-09 05:46:20,2020-01-08 03:16:00
149,P000149,Profound attitude-oriented hierarchy,iTp05548M,"[19917, 13479, 13560, 15525, 16046, 20149, 20154, 22105, 13470, 13385, 13988, 13590, 28698, 11562]",214,0,99,41,74,2011-01-14 12:16:37,2017-05-28 09:24:14
150,P000150,Multi-lateral clear-thinking groupware,sZn47055E,"[24863, 24662, 4886, 20604, 26894, 26757, 24770, 11520, 11566, 11316, 11299, 25852, 13875, 30854]",227,0,19,49,159,1972-12-16 08:59:20,2002-04-01 02:26:10
151,P000151,Universal upward-trending standardization,IDT20625i,"[31105, 6171, 14422, 14275, 33696, 21922, 25515, 12014, 17836, 32713, 32335]",237,0,32,33,172,1978-09-11 09:51:08,2024-01-23 06:49:03
152,P000152,Total eco-centric conglomeration,ybT47851w,"[11532, 2915, 13781, 2290, 2713, 17398, 18609, 18458, 33079, 33267]",229,0,0,23,206,2023-09-30 22:33:43,2024-02-26 01:18:19
153,P000153,Adaptive object-oriented hierarchy,aMv32132m,"[4632, 4357, 4254, 15313]",100,0,105,49,-54,1995-04-17 21:23:48,2019-05-05 05:56:37
154,P000154,Seamless composite neural-net,Ilt25963s,"[5368, 33966, 26834, 26917, 27025, 25724, 25735, 26247, 26337, 16396, 16568, 20860]",194,0,0,43,151,2012-11-10 05:05:59,2020-12-05 06:18:19
155,P000155,Seamless regional utilization,awG74246n,"[25517, 9728, 3567, 3597, 7735, 3798, 3747, 33428]",161,0,20,33,108,1996-07-17 04:06:59,2018-10-07 14:10:43
156,P000156,Synchronized 4thgeneration orchestration,zYn51371K,"[13371, 13537, 573, 20235, 20188, 13645, 9327, 9352, 29446, 13269, 215]",197,0,68,0,129,1981-07-20 11:21:52,1986-04-09 03:10:26
157,P000157,Reverse-engineered national projection,ulx87184q,"[31867, 2734, 28230, 16297, 148, 13869, 13966, 22324, 32706, 16756, 16791, 27084, 27645, 3976, 2293, 2606]",337,0,31,41,265,1974-04-27 15:42:14,1993-10-20 19:59:45
158,P000158,Operative neutral array,Xcq49721T,"[4337, 4636, 9188, 29745, 2847, 2781, 33693, 7837, 7781, 18667, 18666, 14437, 11272]",280,0,82,56,142,1984-10-22 03:29:05,2008-12-26 19:58:38
159,P000159,Innovative attitude-oriented migration,unA69540i,"[25268, 8162, 8081, 7239, 6505, 16478, 14711, 26475, 3991, 3682, 21960, 24281, 30102, 12361]",280,0,91,49,140,1977-05-19 15:57:38,1998-07-30 10:00:30
160,P000160,Reactive maximized intranet,Zth65057T,"[17872, 18150, 21704, 21769, 3374, 3276, 19555, 19199, 13825, 25719, 26023]",180,0,68,38,74,2024-05-09 04:21:04,2024-08-23 20:56:17
161,P000161,Advanced uniform migration,jQr11619l,"[20363, 27122, 27197, 30781, 25481, 26041, 11662, 11584, 9338, 22849, 33784, 23936]",353,0,85,15,253,2003-05-30 15:45:58,2014-06-03 18:40:07
162,P000162,Reduced well-modulated intranet,lIc17822s,"[15188, 32745, 32368, 27216, 27675, 15590, 15865, 18643, 750, 18053]",115,0,60,43,12,2023-11-15 23:58:30,2023-12-19 14:50:34
163,P000163,Stand-alone heuristic process improvement,lKo88353o,"[29787, 30339, 4915, 8140, 28286, 33679, 25612, 25485, 27732, 27151, 23269, 12926, 29807, 29938]",219,0,24,34,161,2012-11-18 06:37:28,2012-12-01 17:56:24
164,P000164,Distributed radical implementation,PZa38518W,"[19335, 19096, 4811, 25720, 15651, 16211, 12446, 13450, 13308, 15539, 10979]",187,0,0,78,109,2022-01-18 11:21:03,2023-05-18 14:11:06
165,P000165,Organized well-modulated system engine,aFm75262d,"[8133, 8143, 14037, 23552, 7639, 7451, 9465, 9754, 17290, 17433]",177,0,2,43,132,1981-07-16 01:32:53,1994-08-13 22:43:52
166,P000166,Streamlined analyzing utilization,cYe60301Q,"[16951, 14970, 30273, 2684, 13611, 28410, 34360, 9344, 9234, 31529, 11317, 16704]",328,0,40,0,288,1986-04-28 00:38:39,2020-07-22 10:57:58
167,P000167,Business-focused explicit projection,btD31601R,"[21278, 24913, 24855, 15110, 14962, 20238, 12261, 21914, 11904, 21217, 21225, 13304, 28843, 3303, 3506, 32542, 32635]",232,0,46,56,130,2017-10-04 04:52:43,2024-01-23 07:43:20
168,P000168,Down-sized 6thgeneration secured line,YNi38615B,"[24257, 24579, 32329, 19169, 19409, 4886]",156,0,29,15,112,2000-09-26 01:12:41,2017-09-17 14:12:00
169,P000169,Compatible exuding artificial intelligence,PgX89778S,"[16197, 15862, 25857, 25820, 7737, 7684, 30718, 9708, 13236]",202,0,107,0,95,2022-03-15 03:20:43,2024-06-24 23:25:14
170,P000170,Intuitive discrete success,TLh46443K,"[515, 369, 5570, 6165, 13545, 13422, 12845, 12996, 16830, 34353, 24385, 19963, 19681, 2094, 1389, 26607, 4827, 18971]",312,0,60,31,221,1993-08-02 08:37:50,2002-07-28 02:27:49
171,P000171,Optimized well-modulated info-mediaries,tiH15195N,"[22483, 3292, 3287, 17214, 17420]",93,0,72,4,17,2001-06-21 03:24:31,2015-11-28 13:53:24
172,P000172,De-engineered intangible definition,AiX25445C,"[14029, 13718, 188, 2157, 2442, 29910, 9222, 11419, 11454]",216,0,98,110,8,1984-09-16 16:07:42,1996-09-16 03:43:16
173,P000173,Enterprise-wide human-resource workforce,Yhw81283s,"[20524, 20507, 21489, 25843, 25745, 17709, 27332, 23675, 19193, 28559, 28673, 2433, 30744, 23188, 24805]",350,0,7,72,271,1991-09-19 19:01:20,2016-06-05 14:48:37
174,P000174,Virtual needs-based task-force,VFy95143S,"[2949, 3279, 28910, 23824, 17411, 3886, 3881, 27267]",171,0,8,38,125,2023-12-04 05:52:55,2023-12-07 14:15:14
175,P000175,Integrated value-added application,KPV84833P,"[13321, 13472, 16394, 16484, 122, 21179, 21238, 3870, 9160]",184,0,88,28,68,2006-11-25 06:37:57,2015-06-03 10:23:10
176,P000176,Diverse dynamic attitude,UJg26602E,"[9980, 11328, 26558, 26686, 26757]",110,0,107,32,-29,1980-01-24 23:02:59,1990-04-20 23:47:31
177,P000177,Adaptive client-server circuit,Zrx69984o,"[29409, 11525, 28691, 2606, 890]",146,0,15,67,64,2020-07-14 20:11:47,2023-07-31 05:11:06
178,P000178,Configurable encompassing service-desk,gev68876D,"[33789, 25500, 21135, 18475, 21140, 21050, 13361]",146,0,89,63,-6,2015-04-19 22:37:25,2017-06-15 07:46:10
179,P000179,Realigned optimizing hub,hjW19310B,"[21103, 2774, 2876, 25675, 20847, 4538, 16845, 25708, 4906, 4888, 9927, 9846, 9243, 18484]",168,0,17,46,105,2009-10-09 13:12:13,2012-11-18 16:14:47
180,P000180,Total 5thgeneration circuit,mtV56501R,"[2442, 22005, 8643, 19370, 43, 18418, 29266, 15244, 13191, 26446, 26599, 26, 75]",285,0,38,70,177,1998-04-22 06:23:22,2017-08-12 04:14:11
181,P000181,Organized incremental framework,OoE79771j,"[11519, 19162, 3707, 7555, 9411, 9746, 1718, 33067, 33528, 15431, 13966]",264,0,0,9,255,2004-10-18 15:16:45,2015-02-16 22:18:23
182,P000182,Self-enabling bi-directional Local Area Network,XWG17429j,"[475, 2461, 11494, 11400, 8958, 24633, 29099]",113,0,0,81,32,1972-12-22 19:58:33,2014-08-31 09:37:33
183,P000183,Quality-focused upward-trending protocol,KSu74670P,"[4866, 32201, 32474, 32296]",138,0,0,0,138,1975-05-10 20:45:39,2000-04-23 12:16:59
184,P000184,Grass-roots optimal monitoring,ocK83273C,"[7648, 7855, 5052, 5220, 21084, 21245, 13869, 14914, 15116, 8203, 7993, 19555, 19244, 120, 87, 21810, 3925]",249,0,8,19,222,1983-12-02 18:21:15,2004-11-21 05:25:01
185,P000185,Horizontal bi-directional infrastructure,YFo90014a,"[2354, 2545, 27237, 22688, 22470, 20238, 30624, 12348, 11965]",111,0,54,60,-3,1996-08-22 09:24:03,2012-11-15 12:25:07
186,P000186,Polarized holistic capacity,ZIn23544K,"[8012, 8056, 13505, 7819]",87,0,112,74,-99,2023-08-10 06:14:40,2024-07-08 11:25:37
187,P000187,User-friendly discrete standardization,YUB67478j,"[26332, 26379, 13418, 13319, 30226, 15675, 18735, 15318, 15202, 9316, 9274]",227,0,101,36,90,2015-08-03 19:18:19,2018-01-24 11:48:37
188,P000188,Vision-oriented incremental productivity,gJv43816R,"[33813, 31830, 31726, 4906, 12283, 12509, 19970, 19891, 7465, 7885, 19273]",149,0,28,0,121,1985-07-17 04:54:28,2016-11-01 18:49:13
189,P000189,User-centric analyzing projection,ahZ50946A,"[21007, 21128, 21435, 8631, 13220, 6374, 30447, 34494, 26995, 26766]",189,0,61,68,60,1974-08-26 18:43:15,1990-09-25 03:57:08
190,P000190,Multi-lateral incremental product,odt61405a,"[9056, 915, 914, 14624, 15455, 15983]",103,0,0,88,15,2010-01-23 11:59:15,2010-12-13 21:27:39
191,P000191,Focused directional Internet solution,BHV38802V,"[25304, 20413, 20328, 25884, 26854, 20085, 8049, 4905, 4916, 15003, 14621]",200,0,11,0,189,2020-08-10 23:33:55,2023-09-18 16:02:11
192,P000192,Organic full-range model,UYX06245B,"[23695, 23851, 17798, 13372, 13435, 18897, 22192, 22389, 5173, 5484, 7440, 28148, 16746, 28467, 28248]",197,0,112,56,29,1987-05-17 16:34:37,1998-11-25 16:22:09
193,P000193,Versatile zero tolerance utilization,SuW76842k,"[14774, 10736, 10903, 32565, 25530]",130,0,2,50,78,1996-04-22 02:30:00,2016-05-23 23:49:04
194,P000194,Multi-lateral zero tolerance parallelism,huT09553W,"[9344, 7690, 7712, 12711, 22780, 22804, 26826, 19181, 13479, 25569, 29205]",259,0,34,12,213,1992-08-25 01:03:30,2018-07-27 19:46:17
195,P000195,Streamlined multi-tasking approach,BHy82597z,"[21263, 2756, 6651, 13494, 34416, 7245, 7281]",144,0,25,45,74,1976-04-06 09:14:06,2021-07-05 23:01:51
196,P000196,Realigned intermediate knowledgebase,pbp38294u,"[7773, 7887, 5150, 5411, 19108, 28801, 11628]",93,0,0,33,60,2012-04-05 09:37:41,2023-02-26 11:53:18
197,P000197,Mandatory actuating productivity,pTp45989q,"[17118, 23716, 23754, 23834, 34327, 25766, 25855, 14060, 13631, 19028]",99,0,50,0,49,2011-11-04 05:37:39,2015-09-16 16:01:48
198,P000198,Managed tangible interface,IUi03400s,"[18519, 1438, 27167, 27340, 25667, 12990, 24032, 24529, 7597]",138,0,27,75,36,1988-02-25 08:21:38,2022-12-09 09:27:08
199,P000199,Automated bifurcated open system,vpL02887j,"[2823, 12252, 12469, 25743, 18455, 71, 16773, 13879, 13595, 13772]",153,0,85,0,68,2005-06-20 09:42:31,2006-04-11 22:24:08
200,P000200,Diverse systematic benchmark,UGI77499G,"[8076, 8232, 21467, 21513, 15984, 15069, 15054, 26587, 23740]",145,0,29,1,115,2015-03-28 15:12:59,2017-08-08 11:19:01
201,P000201,Enterprise-wide clear-thinking open system,byk97403u,"[33717, 33830, 8222, 11613, 9695, 9716, 23959, 33892, 30357, 6687, 26615, 623, 33563]",293,0,97,51,145,1982-10-19 08:02:18,2013-05-01 02:50:08
202,P000202,Horizontal analyzing hierarchy,lfe03466E,"[11370, 179, 21118, 16363, 7450, 7653, 20958]",149,0,0,0,149,1982-10-14 03:39:05,2012-01-19 06:49:54
203,P000203,Configurable logistical initiative,Fzq38625e,"[3330, 3173, 14948, 6772, 8938, 18998, 18803, 18576, 18513, 12636, 18553, 18604, 12769, 7712, 2139]",244,0,49,28,167,1979-11-07 09:42:52,1991-11-14 23:25:50
204,P000204,Operative multimedia hub,oPm72487U,"[14407, 14275, 19074, 29731, 33920, 20039, 19801]",128,0,0,0,128,1976-06-05 11:14:11,2000-11-12 11:45:10
205,P000205,Visionary asynchronous extranet,aMN86514J,"[19705, 19996, 33845, 24262, 29467, 11087]",106,0,42,0,64,1989-08-22 06:42:16,1999-09-11 19:47:38
206,P000206,Enterprise-wide systemic encoding,TCN99523z,"[25845, 25779, 9261, 22098, 32054, 31470, 22078, 18439]",129,0,77,27,25,1978-01-18 14:07:36,1979-10-21 03:46:23
207,P000207,Future-proofed global matrix,vlP63786i,"[4229, 23849, 23665, 32292, 32189, 21125, 1792, 2009, 21123, 9624]",166,0,46,141,-21,1974-12-01 04:24:26,1978-04-25 03:40:19
208,P000208,Decentralized well-modulated encryption,dCj77835A,"[2104, 1584, 33634, 25092, 25389, 5318, 4976, 23917, 28681, 11476, 11508, 34476, 34458, 4890, 4887, 30552, 31057]",280,0,50,81,149,1976-11-04 22:40:26,1999-04-29 09:39:04
209,P000209,Total system-worthy database,PEW20192D,"[22326, 22034, 22498, 25529, 6452, 7093]",79,0,45,93,-59,1983-10-05 10:55:09,1985-04-20 04:24:51
210,P000210,Open-architected incremental groupware,iXd14898G,"[28170, 12455, 23609, 23816, 20812]",65,0,66,60,-61,1995-06-10 11:26:03,2008-09-11 06:21:07
211,P000211,Ameliorated background software,mPo01604N,"[5676, 28715, 16787, 9261, 34219, 25607, 25460, 30052, 30402, 20489, 28602]",192,0,63,124,5,1996-07-23 17:30:08,2014-01-27 14:22:19
212,P000212,Configurable didactic protocol,nly41044l,"[11815, 27026, 26964, 18041, 1317, 10515, 10722, 7577, 19627]",168,0,58,125,-15,1992-10-27 15:53:13,2013-08-29 23:25:20
213,P000213,Quality-focused homogeneous task-force,oqv63103u,"[17192, 22560, 22726, 22832, 16911, 16913, 29499, 29254, 34300, 9752, 17571, 18327, 11523, 11742, 11469, 4524, 4601]",343,0,74,0,269,2023-02-02 08:46:55,2024-01-24 23:34:05
214,P000214,Versatile fresh-thinking support,cvI04349d,"[16426, 16296, 28919, 16121, 30969, 31184, 29158, 3076]",120,0,83,15,22,1972-03-06 16:20:33,1977-08-12 05:05:52
215,P000215,Reduced executive extranet,EZw34708g,"[8136, 23559, 23696, 2669, 2653, 12555]",113,0,79,0,34,1976-06-23 07:48:48,1995-09-04 17:27:29
216,P000216,Profit-focused systemic help-desk,WeI17175p,"[34347, 13940, 27024, 12852, 19465, 19596, 9482, 11789, 27417, 27213, 3357, 34335, 13110, 12591]",242,0,97,24,121,2012-02-14 20:31:08,2019-01-07 00:14:56
217,P000217,Implemented full-range pricing structure,fEz15386c,"[32598, 16599, 7333, 5808, 6006, 25698, 29805, 30166, 13751, 13572, 4809, 4899, 27755, 27880]",278,0,47,44,187,1990-09-07 17:28:27,2002-07-22 07:09:28
218,P000218,Streamlined content-based ability,ScS37157K,"[11894, 28581, 28098, 12162, 10146, 16933, 18565, 18428, 13528, 8879]",185,0,35,62,88,2001-11-16 01:12:51,2005-08-28 19:40:40
219,P000219,Grass-roots systematic hardware,ETk84047y,"[17316, 17038, 17211, 18554, 14740, 10626, 10959, 395, 25751, 25824, 17141, 17666]",188,0,23,63,102,2010-05-17 06:58:12,2012-01-07 03:48:55
220,P000220,Re-engineered non-volatile archive,PHK11923u,"[30679, 30636, 31404, 13104, 21747, 21454, 25803, 12040, 28792]",124,0,174,39,-89,1970-07-19 10:42:30,1983-02-03 00:32:34
221,P000221,Exclusive 3rdgeneration challenge,iza26107g,"[31207, 7785, 13833, 13892, 23342, 27762, 17425, 17387, 4042, 17462, 17552, 18969, 18939, 284, 6010, 6354, 30042]",364,0,53,10,301,1982-12-22 15:36:31,1996-09-20 10:27:12
222,P000222,Business-focused logistical toolset,eMa64907w,"[6579, 25587, 16949, 11370, 27143, 3769, 3734, 25673]",115,0,12,16,87,1980-12-22 20:17:41,2012-02-14 19:14:15
223,P000223,Enterprise-wide contextually-based hardware,MUR67785r,"[11910, 12273, 872, 17296, 17353, 20855, 16557, 26900, 6001, 18272, 25909, 18581, 18481, 25455, 32318]",296,0,35,0,261,1985-04-09 11:22:10,2011-06-23 11:11:18
224,P000224,Ameliorated content-based system engine,wbw10048i,"[12871, 1802, 246, 284, 26135, 12455, 12161, 32789, 33283, 34425, 34012, 7506, 16490, 784]",247,0,47,0,200,2022-05-23 06:52:43,2022-06-23 19:40:55
225,P000225,Multi-layered well-modulated customer loyalty,wqT33708x,"[31409, 31059, 34326, 33671, 5149, 5491, 22690, 28179, 5637, 15137, 8502, 8796, 15363, 33704, 17749, 11410]",319,0,10,75,234,1997-12-05 12:28:07,2015-06-12 05:12:13
226,P000226,De-engineered optimizing infrastructure,hGm62268f,"[25483, 25502, 17300, 7996, 8134, 15842, 280, 15242, 23600, 23636, 27869]",200,0,75,57,68,2009-03-05 04:58:31,2009-07-25 22:59:33
227,P000227,Quality-focused attitude-oriented throughput,EsT82136y,"[22606, 22736, 17624, 25419, 24836, 14824, 18858]",114,0,39,33,42,1979-04-29 14:58:02,1983-01-22 15:39:06
228,P000228,Re-contextualized dynamic circuit,EBu82451U,"[16370, 17574, 17481, 8206, 14012, 16994, 17248, 3028, 3185]",62,0,76,214,-228,1988-01-27 16:27:19,1996-03-26 15:05:53
229,P000229,Devolved didactic website,Hai09520z,"[14004, 18603, 18615, 26418, 26680, 23742, 20790, 20750, 20124, 31621, 31827]",190,0,0,54,136,1978-03-26 10:27:00,1988-01-19 22:44:03
230,P000230,Pre-emptive full-range emulation,fJx53810j,"[21332, 13062, 12780, 5274, 8516, 11949, 402, 20081, 25123, 15458, 931]",202,0,30,26,146,1981-05-09 00:52:29,1998-10-17 18:41:57
231,P000231,Persevering explicit help-desk,dqW77108x,"[5504, 26478, 22761, 20725, 21168, 33809, 5667, 34285, 179, 152, 26165, 5159, 25633, 22704]",319,0,97,82,140,2004-04-17 16:24:14,2011-07-19 12:50:36
232,P000232,Versatile optimal flexibility,nqQ97377p,"[7344, 10873, 23661, 26295, 26216]",82,0,52,129,-99,1974-07-15 22:13:44,2005-10-07 10:05:23
233,P000233,Mandatory 4thgeneration implementation,HrE04674y,"[28121, 28763, 13403, 30983, 30588, 4846, 32369, 1085, 9615, 11527, 11729]",218,0,128,24,66,2004-02-13 00:26:25,2018-02-17 05:58:04
234,P000234,Right-sized 3rdgeneration info-mediaries,AcG22543c,"[23729, 28034, 11244, 28014, 10988, 7679, 20775, 15065]",156,0,0,23,133,2022-09-16 18:01:02,2023-03-20 13:58:48
235,P000235,Cross-platform multimedia functionalities,umO55399v,"[32890, 20449, 25647, 25607, 29831, 18680, 18772, 3071, 28314, 28700, 26821, 26726, 16937, 16777]",315,0,81,91,143,1984-11-23 06:42:11,2012-07-16 15:36:59
236,P000236,Universal 24/7 encoding,hoe87617y,"[1254, 5860, 6232, 1250, 2034, 6555, 23036, 23251, 6566]",136,0,107,0,29,1987-06-09 15:46:40,1988-02-19 15:24:34
237,P000237,Right-sized value-added extranet,abt24531g,"[11557, 11700, 25017, 30364, 7057, 21198, 20903]",116,0,93,26,-3,2007-04-04 09:05:39,2015-11-27 18:58:49
238,P000238,Organized mission-critical focus group,vIo55874S,"[1781, 1718, 26464, 26459, 25813, 16654, 9206, 9273, 1570, 19348, 23899, 24402, 15344, 1177, 25877, 26389]",300,0,71,102,127,2018-06-19 04:49:52,2019-09-22 20:37:06
239,P000239,Compatible impactful intranet,ZIr59221c,"[27616, 22270, 18671, 18768, 5443, 14488, 14563, 4849, 34051, 34097, 15217]",130,0,76,76,-22,2004-06-11 02:27:47,2010-04-26 14:11:14
240,P000240,Self-enabling optimal moratorium,gDR28185B,"[21604, 3068, 13774, 14017, 18552, 15334, 15192, 30232, 27980, 3511, 2567, 8835, 10415, 5418]",252,0,0,43,209,1999-04-21 20:14:32,2022-12-17 16:15:38
241,P000241,Operative zero-defect architecture,cwZ63554c,"[21698, 10287, 2479, 8141, 18937, 18975, 17787, 3962, 18500, 21506, 6847, 6507, 10149, 21056, 21120, 25689, 25698]",307,0,53,12,242,1970-01-27 22:46:49,2001-12-28 14:52:15
